_id,datetime,location,rating,scrapped_at,text
e9dbd3873bdc404d96246e964726da39,2022-02-15 11:58:44,Curug Malela,4,2023-02-15 11:58:44,"Lokasi Di Kec Rongga Kab Bandung Barat. Akses menuju lokasi untuk saat ini bagus karena melewati kebon teh dengan pemandangan eksotis dan udara sejuk, sehingga sangat cocok untuk yang mau menenangkan pikiran.
Hanya kalau untuk bawa mobil siap2 untuk parkir apalagi ketika musim liburan karena keterbatasan area parkir.
Tiket masuk berkisar antara Rp 5.000 - Rp 10.000 perorang dan tiket masuk kendaraan.
Dari pintu masuk kita harus jalan kaki melewati jalan setapak dengan akses yang menurun dengan medan jalan tanah sampai ke Curug, kurang lebih 30-40 menit tergantung kecepatan jalan.
Sampai dilokasi kita akan disuguhkan Curug dengan model curug Niagara dengab debit air normal karena waktu itu sedang tidak turun hujan.
Lokasi luas sehingga bisa exsplor, namun jangan masuk ke area tengah dikarenkan batu licin ditakutkan terjadi insiden yang tidak diinginkan.
Kalau lapar atau haus dari pintu masuk sampai ke lokasi tersedia berbagai macam makanan dan minuman sehingga jangan takut kelaparan, atau bisa juga bawa bekal dengan harga yang standar.
Sayangnya waktu itu di lokasi masih kurang terawat sehingga nampak sampah berserakan sehingga mengurangi estetika dari Curug itu sendiri.
Hunting Poto bagus bages, jangan sampai terlewat
Baiknya datang ketika musim kemarau mengingat akses dan debit air yang kadang bisa berubah sewaktu-waktu.
Puas menikmati destinasinya waktunya pulang, eit ingat pulangnya nanjak loe sampai atas. Tapi ada alternatif ojek yang bisa dipakai dengan htm Rp 20.000-Rp 30.000 sampai pintu masuk.
Happy holiday"
29a1ca0ebdf84aef8e6e49b95a240efe,2022-02-15 11:58:44,Curug Malela,4,2023-02-15 11:58:44,"Tempatnya bagus dan saya suka. Untuk turun dan naik menuju curug Malela sungguh luar biasa, perlu stamina dan tenaga. Tapi terbayar dengan curugnya."
82a4d407f287440d81e804e96c044a18,2021-02-15 11:58:44,Curug Malela,1,2023-02-15 11:58:44,"Air terjun super keren...
sayang aja akses jalannya masih tidak layak jalan.
tarif ojek malela 30.000 ampuuun...."
29626cc8a6f04da3be8dceb6ceeebf24,2021-02-15 11:58:44,Curug Malela,5,2023-02-15 11:58:44,"Curug Malela memiliki nama beken, The Little Niagara. Sebutan ini berasal dari Bentuk curug yang melebar, sehingga mirip dengan Niagara di Perbatasan Amerika-Canada. Keberadannya dahulu yang terpencil dan seadanya kini mulai didandani dengan berbagai fasilitas.

Aliran air curug Malela bersumber dari hulu sungai bagian utara Gunung Kendeng. Gunung Kendeng sendiri merupakan gunung berapi yang sudah tidak aktif yang berada di Ciwidey bagian barat. Sungai ini kemudian mengalir melewati sungai cidadap – Gunung Halu.

Air terjun ini juga memiliki keindahan alam yang luar biasa dengan tinggi sekitar 60 meter dan lebar hingga 70 meter. Dengan lima jalur air terjun yang nampak megah, membuat curug Malela semakin elok untuk dipandang. Maka dari itu tak heran jika objek wisata ini mampu menghipnotos siapa pun untuk berlama-lama di area ini.

Curug Malela adalah air terjun paling atas dari jajaran 7 air terjun. Secara berturut-turut, 6 air terjun lainnya adalah Curug Katumiri, Curug Manglid, Curug Ngeubul, Curug Sumpel, Curug Palisir, dan yang paling bawah adalah Curug Pamengpeuk.

Unutk bisa menikmati ke semua air terjun yang lain, pengunjung perlu bermalam. Untuk akomodasi, bisa saja menginap di rumah warga atau juga penginapan di Desa Rongga."
5e27a09dcdb04bc994481151d0e48c88,2020-02-15 11:58:44,Curug Malela,4,2023-02-15 11:58:44,Pemandangannya sangat luar biasa. Cukup jauh. Dan untuk menuju lokasi air terjun harus berjalan kaki atau naik ojek. Kalau jalan kaki cukup menguras tenaga. Kalau naik ojek cukup menguras adrenalin. Ongkos ojeg 25 - 30 ribu sekali jalan.
452be022fbaa49e1be7de6cbbde73e3c,2021-02-15 11:58:44,Curug Malela,5,2023-02-15 11:58:44,"Perjalanan lumayan panjang dengan jalur mobil yg pas pasan bahkan ada yg hanya cukup untuk 1 mobil, sampai parkiran harus jalan kaki atau naik ojeg sekitar 1 km menuju curug, tp semua terbayar dg pemandangan curug yang indah...👍 …"
12a3129519804a11b88a55a3970fddcf,2019-02-15 11:58:44,Curug Malela,5,2023-02-15 11:58:44,"Curug Malela atau disebut juga Niagara Malela merupakan air terjun dengan ketinggian kurang lebih 60 meter dan lebar hingga 70 meter. Curug Malela ini berlokasi di Kampung Manglid, Desa Cidadas, Kecamatan Rongga, Gununghalu, Kabupaten Bandung Barat. Untuk menempuh tempat ini anda akan menempuh waktu kurang lebih 1-2 jam dari pusat kota jika tidak macet.

Curug ini mempunyai keunikan tersendiri. Tidak seperti curug-curug lainnya, air terjun setinggi 60 meter ini terdiri dari tingkatan-tingkatan tertentu sehingga bagus dan pas untuk dijadikan spot foto oleh kawula muda yang hoby selfie tentunya. Tak heran jika banyak sekali rombongan anak muda yang sengaja untuk touring ke tempat ini.

Sayangnya, tempat wisata ini terletak langsung dekat dengan sungai, sehingga jika anda berniat untuk berendam atau mandi di tempat ini, pastikan jika debit nya tidak sedang tinggi karena banyak sekali kasus-kasus hanyut yang terjadi di Curug Malela ini. Jangan datang di musim hujan juga karena airnya bisa meluap dan warnanya juga keruh berwarna coklat.

Selama perjalanan menuju Curug Malela, jangan heran jika jalannya hanya bermodalkan jalan bebatuan dan tanah saja, namun selama perjalanan menuju destinasi ini anda akan disuguhi dengan berbagai pemandangan alam yang sangat indah seperti pesawahan, pegunungan, dan lain-lain. Curug Malela juga kerap digunakan sebagai objek fotografi oleh fotografer profesional atau awam sekalipun.

Seperti tempat-tempat terpencil lainnya. Curug ini juga dipercaya menyimpan berbagai cerita misteri, para pengunjung baru akan sangat kesulitan untuk menemukan lokasi ini, mereka harus bertanya terlebih dahulu ke penduduk sekitar untuk dapat tiba di tempat ini, jika tidak, mereka bisa kesasar. Entah benar atau tidak, tapi memang benar para wisatawan yang baru ke curug ini meskipun sudah mengikuti rute di maps, akan sangat kesulitan apabila tidak bertanya."
b9cabf58bbdd4b499a53c16b53dc7020,2019-02-15 11:58:44,Curug Malela,5,2023-02-15 11:58:44,"Untuk pertama kalinya menjajal rute gowes menuju curug malela ini dari soreang menempuh jarak 65km... Cukup melelahkan karena walaupun daerah sana ada kebuh teh tapi aga gersang mungkin karena cuaca musim panas juga... Rute menuju curug harus di tempuh dengan jalan kaki,, siap-siap kaki anda pegal linu. Haha, tapi semua itu terbayar dengan keindahan curug malela disana. Cukup dengan bayar 5rb saja susdah bisa sepuasnya berada disana.. Keren keren.."
c21f511527a64d48a6e8b283e3ef7830,2019-02-15 11:58:44,Curug Malela,4,2023-02-15 11:58:44,"Air Terjunnya bagus cantik pantas disebut niagara kecil. Untuk jalan menuju lokasi sudah bagus di aspal dan beberapa di beton. Siapkan keresek kalau yg suka mabok perjalanan karena jalan banyak dengan belokan tajam dan menanjak. Kekurangan nya hanya satu track menuju air terjunnya licin karena tangga2 sudah pada hilang tinggal sisa tanah, disarankan memakai sepatu atau sendal gunung. Oh iya bagi yg ga kuat tracking ke  air terjunnya tenang, ada mamang ojek yg siap mengantar dengan biaya 50rb"
762bb7756aa342d58e4cf933c72cc26c,2018-02-15 11:58:44,Curug Malela,4,2023-02-15 11:58:44,"Sekitar 3 jam dari bandung kota.
Bisa melalui batujajar cimahi, atau juga bisa lewat margaasih.

Secara keseluruhan jalannya bagus, cuma untuk mobil mungkin agak sulit, karena ada beberapa jalan yang cukup kecil untuk dilewati.

Tiket masuk ke kawasan curug malela 5000/orang. Dari lokasi gerbang masuk ke kawasan parkir curug malela sekitar 2 km.

Tiket parkir motor Rp 2000/motor
Tiket parkir mobil Rp 10.000/mobil.

Dari area parkir, hiking menuju curug malela sekitar 30 menit. jalurnya lumayan melelahkan. Tapi tenang saja, kalian juga bisa menyewa ojek motor menuju lokasi sebesar Rp 15.000 - Rp 30.000 ( sekali pergi dan sepintarnya kalian menego harga)

Di lokasi banyak warung2 kecil. sesampainya disana ada 3 spot untuk berfoto ( BAYAR TERPISAH untuk masing2 spot)
Di kawasan ini tidak diperbolehkan berenang. Tempatnya lumayan terawat meski ada sampah2 berserakan."
5868c6dad62743369ba93e25a2792ef9,2022-02-15 11:58:44,Curug Malela,5,2023-02-15 11:58:44,"Kabupaten Bandung Barat memiliki ragam tempat wisata alam yang layak dikunjungi. Salah satu tempat wisata alam yang populer di sana adalah Curug Malela.

Lokasi Curug Malela berada di Kampung Manglid, Desa Cicadas, Kecamatan Rongga, Kabupaten Bandung Barat, Jawa Barat. Curug ini terkenal karena menjadi salah satu air terjun terbesar di Jawa Barat. Bentuknya yang lebar mirip Air Terjun Niagara di perbatasan Amerika-Kanada, bahkan membuat curug ini populer dengan sebutan The Little Niagara. Wisatawan dapat melihat kemegahan curug lalu mengabadikannya dalam foto. Selain itu, terdapat ragam fasilitas yang ada di area wisata, seperti toilet, warung makan, hingga tempat duduk.

Pengunjung bisa datang dengan membayar tiket masuk seharga Rp 5.500 per orang dan buka pukul 08.00-16.00 setiap hari.
Selain harga tiket masuk, pengunjung yang datang dengan kendaraan pribadi juga dikenakan biaya parkir. Kalau naik sepeda motor Rp 1.000. Kalau naik mobil Rp 3.000
Cara paling mudah adalah jika kamu datang dari Kota Bandung. kamu tinggal mengambil arah ke Cimareme. Jarak dari kota Bandung ke Curug Malela sekitar 75 kilometer (km) ke arah barat. Lalu belok kanan, ambil arah Batujajar. Kemudian ambil arah Cililin. Perjalananmu belum usai ketika sampai di Cililin. Kamu masih harus memacu kendaraan dengan mengambil arah ke Gunung Halu. kuti saja arah tersebut hingga menemui plang ke arah Kecamatan Rongga. Jika sudah sampai di Rongga, maka perjalananmu sudah semakin dekat ke Curug Malela. Perjalanan akan mudah karena sudah ada plang menuju kawasan wisata Curug Malela dari sana. Perjalanan dari Kota Bandung ke Curug Malela memakan waktu sekitar 2-3 jam."
c13bc42bb93a4d4d84fcff1bf34149ea,2021-02-15 11:58:44,Curug Malela,5,2023-02-15 11:58:44,"Butuh perjuangan pingin sampek sana
Tapi pas nyampek ke bawah kebayar capeknya semua dengan pemandangan yg luar biasa 😍😍😍 …"
fd53f7e5614b49ffb189c00d09192648,2021-02-15 11:58:44,Curug Malela,4,2023-02-15 11:58:44,"Tempat yang bagus untuk objek wisata akan tetapi jika menggunakan google map hati2 bisa salah jalan di tempat titik tertentu tidak ada sinyal lebih baik tanya saja biar lebih aman, ditempat objek wisatanya jalannya masih belum baik sehingga harus menggunakan jasa ojek warga setempat itu pun jalannya masih tanah"
8a2b53bb84494ecabfb06d0555c7c55c,2020-02-15 11:58:45,Curug Malela,4,2023-02-15 11:58:45,Cocok untuk hiking juga..tp jalan nya masih jelek dr gerbang  menuju curugnya... licin kalo pas hujan....tp itu  tantangan mantap dan seru 😀 …
f8f50d14101d46f9b77348c756432d99,2019-02-15 11:58:45,Curug Malela,4,2023-02-15 11:58:45,"Air terjun yang berada di Desa Cicadas, Kecamatan Gununghalu, Kabupaten Bandung Barat ini bisa dicapai sekitar 3 jam dari Kta Bandung. Tempat wisata di Bandung ini sangat cocok bagi Anda yang senang trekking di alam bebas, karena pengunjung masih harus berjalan kaki sekitar 10 kilometer untuk sampai ke lokasi.

Memang melelahkan, namun begitu sampai di hadapan Curug Malela, Anda akan menemukan keindahan 5 air terjun yang berjajar dan membiaskan cahaya putih yang menawan ketika air jatuh menyentuh bebatuan di bawahnya."
cce6fc5ea9ce4844bb4978b4cd6188c2,2021-02-15 11:58:45,Curug Malela,5,2023-02-15 11:58:45,Tempat bangus banget akses bagus cuman ngingetin sih lebih baik nanya ke orang dari pada maps soal.nya klo ngikut maps masuk plosok2 gitu tapi tempat bagus kok
94247f8c8eeb4a3b95f89225b16350a6,2020-02-15 11:58:45,Curug Malela,5,2023-02-15 11:58:45,"Jalan k sana udah bagus nyampe k parkiran, tiket masuk 12 k per motor, biaya parkir 3 k, trs kita masih hrs jln kaki kurang lbih 1 jam perjalanan, tapi semua perjuangan ga sia2 stelah sampe ksana, curugnya keren abis, ga nyesel deh dateng ksini"
4ae871ed74d14461b4e7436925e09cb5,2021-02-15 11:58:45,Curug Malela,5,2023-02-15 11:58:45,"Amerika Serikat punya Niagara Falls yang memukau. Bandung juga punya, namanya Curug Malela.

Curug Malela atau dalam bahasa Indonesia berarti Air Terjun Malela memiliki sumber air terjun yang berasal dari hulu sungai bagian Utara Gunung Kendeng. Sebuah gunung berapi yang terletak di sebelah barat Ciwidey yang telah mati. Sungai itu kemudian mengalir melintasi sungai Cidadap Gunung Halu.

Curug Malela Bandung yang memiliki ketinggian sekitar 60 meter dengan lebar curug mencapai 70 meter. Curug memiliki 5 buah jalur air terjun yang akan tampak sekali keindahan serta kemegahannya yang sangat mempesona siapa pun yang melihatnya.

Curug Malela memiliki nama beken, The Little Niagara. Sebutan ini berasal dari Bentuk curug yang melebar, sehingga mirip dengan Niagara di Perbatasan Amerika-Canada. Keberadannya dahulu yang terpencil dan seadanya kini mulai didandani dengan berbagai fasilitas.

Curug Malela adalah air terjun paling atas dari jajaran 7 air terjun. Secara berturut-turut, 6 air terjun lainnya adalah Curug Katumiri, Curug Manglid, Curug Ngeubul, Curug Sumpel, Curug Palisir, dan yang paling bawah adalah Curug Pamengpeuk.

Unutk bisa menikmati ke semua air terjun yang lain, pengunjung perlu bermalam. Untuk akomodasi, bisa saja menginap di rumah warga atau juga penginapan di Desa Rongga.

Keindahan Air Terjun

Sebagai salah satu tujuan wisata alam terfavorit di Bandung Barat, Curug Malela memiliki daya tarik alam khas pegunungan yang asri dan sejuk. Meluangkan waktu selama beberapa jam untuk menikmati pemandangan sekitar curug dapat membuat pikiran dan mata jadi relaks.

Derasnya air yang mengalir dari ketinggian seakan-akan mengajak para pengunjung untuk menceburkan diri ke dalam kolam. Meski sulit menahan godaan untuk berenang ke kolam curug, pengunjung harus berhati-hati untuk tidak pergi terlalu jauh.

Air di dalam kolam sebenarnya lumayan berbahaya karena aliran air di sungai Curug Malela lumayan deras. Derasnya air yang meluncur dari tebing setinggi 60. Terlebih lagi di saat musim penghunak, debit menjadi jauh lebih besar.

Derasnya guyuran air setinggi 60 meter itu bukan satu-satunya daya tarik yang dimiliki Curug Malela. Di area Curug Malela terdapat sebuah gardu pandang yang juga merupakan salah satu tempat foto favorit para wisatawan.

Cerita Misteri

Memiliki keindahan alam yang sangat luar biasa dan berada di tempat terpencil, seperti umumnya di Indonesia, curug ini pun memiliki cerita misteri nya tersendiri. Karena lokasinya tersembunyi ini juga banyak cerita hikayat masyarakat yang beragam nan unik.

Konon asal usul nama air terjun Malela ternyata diambil dari nama Eyang Tadjimalela. Yang menurut penjelasan warga sekitar, beliau adalah yang ngageugeuh atau penguasa kawasan air terjun ini. Konon dari penjelsan seorang pemandu wisata, jika kita sedang kebetulan, maka kehadiran Eyang Tadjimalela ini terkadang menampakkan dirinya.

Hal tersebut dibuktikan, pernah ada pengunjung yang berfoto dengan background air terjun. Kemudian di dalam foto yang diambil ternyata ikut tertangkap gambar sosok bayangan kakek-kakek berjenggot dengan baju serba putih.

Fasilitas Curug Malela

Selain pemandangan alam yang indah, curug ini juga memiliki beberapa fasilitas penunang. Fasilitas yang ada di curug indah ini berupa toilet umum, area parkir yang luas, dan beberapa warung makan. Warung makan yang tersedia di curug indah ini menyediakan banyak aneka makanan dan minuman seperti soto, mie instan, dan masih banyak lagi.

Pengelola juga membangun sebuah bangunan yang berfungsi sebagai panggung ataupun menara pandang beserta sign board. Bangunan ini berada beberapa meter di depan air terjun. Selain digunakan sebagai spot untuk menikmati pemandangan air terjun yang sangat mempesona, juga sebagai spot foto yang keren.

Bangunan ini juga dilengkapi dengan jembatan di atas aliran air terjun Malela. Ini merupakan spot terbaru yang baru dibangun belum lama ini."
4f687c86250548e5b5178b0dd2bb93ba,2020-02-15 11:58:45,Curug Malela,4,2023-02-15 11:58:45,"tempatnya sulit di jangkau, track susah masih berbahaya karena licin apalagi pas musim hujan, jangan sampe salah pake sepatu. dan lebih baik ke sini nya itu pas lagi musim kemarau agar tidak licin dan air terjunnya pun jernih, tidak seperti ini air berwarna coklat karena habis hujan, lama berjalan dari pintu masuk menuju curug kurang lebih 1 jam"
816a2070301b477e91ba8424715e871e,2021-02-15 11:58:45,Curug Malela,5,2023-02-15 11:58:45,"Pertama kesini th 2017, begitu asri banget, tp sekarang di th 2020 sudah berubah, ada spot biu foto foto, akses jlan sedikit ada perbaikan."
d1c896226ec1470888edf15726e49195,2021-02-15 11:58:45,Curug Malela,5,2023-02-15 11:58:45,"Pemandangannya masih asri, perjalanan menuju lokasi melewati perkebunan teh, banyak spot untuk berfoto ria,
Untuk turun ke curug memakan eaktu sekitar setengah jam, sedangkan untuk naik sekitar 1jam, jalan setapaknya belum semua di beton, untuk naik bisa mengunakan ojek dengan biaya sekitar 30rb, perjalanan naik mengunakan ojek merupakan keasikan tersendiri
sayangny sudah mulai ada sampah berserakan, fasilitas umumnya juga belum memadai"
ddefe9bd3c4b499ba94fd91d28f92ace,2022-02-15 11:58:45,Curug Malela,5,2023-02-15 11:58:45,"TempatNya bagus,naik turunNya keren nguras keringat banget🤣fotoNya aku ambil Oktober 2020 bareng alm temanKu😢 …"
da5f9372560a4f33affae739e792c93f,2022-03-15 11:58:45,Curug Malela,4,2023-02-15 11:58:45,"Waktu itu  Rabu 9-Maret 2022
Perjalanan dr Depok jm 8 pagi sampai parkiran Curug jm 15 :00 memakan waktu 7 jm  krna jauhnya ada buka tutup pula di Cililin krna pengecoran jd menghambat  dan kita pun kesorean..
Tp kita ttp nekat turun pdhl trek ""diguyur hujan dr pagi"".kt mamang ojek yg duduk duduk diparkiran :
Kesorean bu...,,

Kita ttp nekat..hahaha..😄😀😃
Awal perjalanan ke bawah menuju Curug semangat,,
Walau jlnan becek.licin.tanah lembek . sepatu mendem smpe mu lepas.
Seperti sawah yg habis di bajak kerbau lah kira kira😄😃😃
Iya yg kita lewati itu jalanan air bukan nya jalanan orang.

Alhasil cm sepertiga trek sdh blepotan pula dan bbrp anggota keluarga pun ada yg terjatuh..sendal putus..
😀😀😃
Kita memutuskan balik lagi keatas pk ojek .. siasia  cape nya kita.😭
Perjalanan 1 jam dpt 3/4 perjalanan..kita naik lg karena sdh jm 16:00 sdh turun kabut. Takut gelap gluduk pula bersahutan,,🥺😨

Kata mamang ojek .kesini nya jgn musim hujan"
1c9c8224c213447da626857226598113,2019-02-15 11:58:45,Curug Malela,2,2023-02-15 11:58:45,Bagi yg rencana ke sini..siapkan stamina fisik krn jalan tracking ke curugnya terjal lumayanlah bikin ngos2an..ada sih jasa ojek sampai kembali ke atas..itupun ga semulus ojek di aspal.
52aee65014fa4f58976eaec139a9fbf8,2022-07-15 11:58:45,Curug Malela,4,2023-02-15 11:58:45,"Perjalanan dari Bandung ke rongga 3 jam &perjalanan menuju Curug 2 jam.....
Melewati setiap pepohonan dan lesehan 2 kosong tempat qu sandar kan debaran jantung yg Ter amat kencang ...
AKHIRNYA nyampe juga di Curug Malela....
BETAPA indah nya kuasa mu ...ciptakan bebatuan raksasa dengan AIR yg deras...yg selama ini  QU IMpikan agar aqu DAPAT pencapai nya...
😅😅😅😅😅😅💦💦💦💦......
AIR YG SEPERTI DEBU ...menyapu wajah qu....
ALAM yg penuh dengan pohon Cemara yg wangi nya ..aih ..

Akhir nya aqu  pulang ...
Motor buat nanjak ke atas gk ada sama sekali ....
AKHIR NYA...AQU jalan dengan penuh perjuangan ...
10 Kali aqu berhenti gaes....jantung qu MAU PUTUS tau aih....🙏🙏🙏🤣🤣🤣ini lah pengalaman ....perjalanan ..yg sulit untuk ku ulang dan sulit untuk QU LUPAKAN
KAN....👍👍😥JAUH GAES ...TAPI TERBAYAR ..."
f6e69d926cc641d295065b38a36fba82,2018-02-15 11:58:45,Curug Malela,5,2023-02-15 11:58:45,"Saya ikut pembangunan jalan arah kesini, tapi belum pernah sampe ke Curugnya 😅. Sekarang, uda mulus sampai ke parkiran, semoga makin ramai, dan bermanfaat. …"
601592df30234f2d8ed0fef2530f42bf,2020-02-15 11:58:45,Curug Malela,5,2023-02-15 11:58:45,"Lokasi curug nya indahhh sejukkk, apalagi sekarang sudah di perbaiki.. Hanya saja kondisi jalan nya sempit dan becek kalau lagi hujan"
cfe2ab6868f54ee8a7d59ace2f25a129,2022-02-15 11:58:45,Curug Malela,5,2023-02-15 11:58:45,Jalur trekkingnya gokil. Pemandangan curug nya mempesona....sungguh indah ciptaan sang Kuasa Allah Swt
45f3e5ae6f374dfabe40dd2d740121f5,2021-02-15 11:58:45,Curug Malela,5,2023-02-15 11:58:45,"Pemandangannya masih asri, perjalanan menuju lokasi melewati perkebunan teh, banyak spot untuk berfoto ria,
Untuk turun ke curug memakan eaktu sekitar setengah jam, sedangkan untuk naik sekitar 1jam, jalan setapaknya belum semua di beton, untuk naik bisa mengunakan ojek dengan biaya sekitar 30rb, perjalanan naik mengunakan ojek merupakan keasikan tersendiri
sayangny sudah mulai ada sampah berserakan, fasilitas umumnya juga belum memadai"
cb9de70e559345b69dfc5e460c387e34,2021-02-15 11:58:45,Curug Malela,5,2023-02-15 11:58:45,"Curug Malela bandung..
Bila kesini, gunakan alas kaki yang proper dikarenakan jalan setapak menuju curug cukup landai dan berdebu..
Cukup jauh jarak dari parkiran menuju curug..
Tapi jangan khawatir bila lelah untuk balik naik dari curug menuju parkiran karena banyak warga yang berprofesi menjadi tukang ojek..
Semakin jauh jarak keparkiran maka harga atau tarif ojek pun relatif lebih mahal...😅😅"
375eb6613a654143a8c4d5762e0f65c7,2018-02-15 11:58:45,Curug Malela,5,2023-02-15 11:58:45,"Kalian bosan dengan wisata perkotaan.? Jika Ya, kalian bisa coba salah satu tempat wisata satu ini..
Banyak orang yang tahu tempat ini namun hanya sedikit orang yang mampu dan kuat untuk sampai ke tempat indah nan eksotis ini. Perjalanan yang dapat di tempuh dengan kendaraan roda empat maupun roda dua ini memiliki pesona tersendiri disetiap perjalanannya. Kalian akan disuguhi ciptaan yang maha kuasa dan takan pernah bosan mengucapkan rasa syukur. Yaa jika kalian sudah meniatkan untuk melepas stress, maka segeralah ambil peralatan safety pribadi untuk menunjang perjalanan kalian dengan nyaman dan aman... siapkan juga peralatan jika kalian hendak camp di sini... apakah ada tempat jualan ? Tentu, namun lebih baik kalian membawa makanan sendiri untuk menghemat pengeluaran dan jangan lupa bawa dan pungutlah sampah. Lestarikan alam maka alam akan tersenyum dan menunggu kedatangan kalian selanjutnya. Salam rimba dan salam kemanusiaan !!!"
2a0b0af133eb4911a4829f10a2d2c39e,2022-12-15 11:58:45,Curug Malela,3,2023-02-15 11:58:45,lumayan jika hujan becek jalan menuju curug jika ingin kesana harus pakai sepatu bot atau lepas sepatu
6a79b57ada514b58b99e037a30a69dd4,2022-02-15 11:58:45,Curug Malela,4,2023-02-15 11:58:45,"Wisata alam yg recommended pisan...
setelah berpeluh dgn sepedah
terganti dengan indahnya suasana alam"
